DATE;LFEMTTTTATQ647S;LFEMTTTTAUQ647S;LFEMTTTTBEQ647S;LFEMTTTTCAQ647S;LFEMTTTTCHQ647S;LFEMTTTTDEQ647S;LFEMTTTTDKQ647S;LFEMTTTTESQ647S;LFEMTTTTFIQ647S;LFEMTTTTFRQ647S;LFEMTTTTGBQ647S;LFEMTTTTGRQ647S;LFEMTTTTIEQ647S;LFEMTTTTISQ647S;LFEMTTTTITQ647S;LFEMTTTTJPQ647S;LFEMTTTTLUQ647S;LFEMTTTTNLQ647S;LFEMTTTTNOQ647S;LFEMTTTTNZQ647S;LFEMTTTTPTQ647S;LFEMTTTTSEQ647S;LFEMTTTTTRQ647S;LFEMTTTTUSQ647S
1994-01-01;3693706,2750000000;7787897,9566666700;3745619,1360000000;12891500,0000000000;;35896563,790786600;2566487,8678731700;;;;25407613,350000000;3769101,7429002200;1204090,0441776300;;;64530000,0000000;;;;1582000;;;;121994000,0000000
1994-04-01;3702320,4680000000;7846863,6800000000;3751936,9730000000;12998200,0000000000;;35806016,833757500;2558623,8119404000;;;;25451127,300000000;3779349,2467127100;1214429,4051357900;;;64673333,3333333;;;;1599000;;;;122596000,0000000
1994-07-01;3716148,8380000000;7953982,9526666700;3791745,2830000000;13130200,0000000000;;35706417,501708200;2545528,7696084600;;;;25559033,910000000;3789819,6496112900;1226696,8631713700;;;64443333,3333333;;;;1620000;;;;123245000,0000000
1994-10-01;3678582,8180000000;8000939,0350000000;3794549,6460000000;13224600,0000000000;;35615001,873747700;2549359,5505779700;;;;25599890,710000000;3805729,3607757800;1238783,6875152100;;;64500000,0000000;;;;1643000;;;;124449666,6666670
1995-01-01;3737003,2770000000;8083070,7896666700;3786773,4610000000;13274100,0000000000;;35785387,752901900;2582301,2770485700;;;;25670256,670000000;3801355,5201091600;1261990,8277394400;;;64580000,0000000;;;;1662000;;;;124848666,6666670
1995-04-01;3726231,7230000000;8175744,9540000000;3792678,2180000000;13270966,6666667000;;35746649,473144600;2613847,9375120000;;;;25770282,570000000;3814152,7179684800;1275409,5651338900;;;64540000,0000000;;;;1678000;;;;124629333,3333330
1995-07-01;3725843,6620000000;8222883,6043333400;3788861,5740000000;13303200,0000000000;;35770677,145715600;2599301,7672141000;;;;25852195,550000000;3827477,6450480200;1288862,4045259800;;;64680000,0000000;;;;1695000;;;;124933666,6666670
1995-10-01;3710162,7210000000;8263987,0480000000;3791636,2380000000;13339600,0000000000;;35817285,628237900;2596549,0182253200;;;;25982367,100000000;3837014,1168743400;1301737,2026007000;;;64493333,3333333;;;;1709000;;;;125221333,3333330
1996-01-01;3678833,9140000000;8282367,1663333300;3786865,5040000000;13383700,0000000000;;35631740,992972500;2609738,8132430800;;;;25970488,810000000;3861708,6371060800;1310695,0167397900;;;64513333,3333333;;;;1722000;;;;125542000,0000000
1996-04-01;3690395,8030000000;8300873,0730000000;3792389,7940000000;13414200,0000000000;;35660588,058176700;2634193,9942193900;;;;26009334,060000000;3865534,2118169500;1321678,3947516800;;;64753333,3333333;;;;1740000;;;;126280000,0000000
1996-07-01;3669896,2500000000;8301986,9093333300;3788939,7860000000;13437133,3333333000;;35653323,572455900;2620902,7128210900;;;;26061643,270000000;3868406,3287865600;1332513,2008776400;;;65126666,6666667;;;;1754000;;;;127218333,3333330
1996-10-01;3674806,6620000000;8309020,8463333300;3791739,0080000000;13440000,0000000000;;35601347,376394900;2644164,4797164300;;;;26198266,590000000;3876350,8222904100;1347113,3876308800;;;65056666,6666667;;;;1744000;;;;127840333,3333330
1997-01-01;3673746,9750000000;8335977,0086666700;3834928,1450000000;13547933,3333333000;;35451868,476205400;2652333,9874992200;;;;26381144,610000000;3854847,2208168500;1364652,9401765800;;;65506666,6666667;;;;1745000;;;;128495666,6666670
1997-04-01;3686377,6220000000;8333992,6926666700;3840274,6040000000;13632800,0000000000;;35492849,747300200;2684917,4544323000;;;;26513530,310000000;3847118,9335908700;1376223,9066552200;;;65680000,0000000;;;;1754000;;;;129339666,6666670
1997-07-01;3681086,6890000000;8358765,6903333400;3836832,0580000000;13782100,0000000000;;35557572,207808500;2678168,8875033500;;;;26571765,280000000;3847061,4945926100;1375484,9575287500;;;65600000,0000000;;;;1752000;;;;129950333,3333330
1997-10-01;3692013,3930000000;8423169,1976666700;3839590,4080000000;13855833,3333333000;;35529709,568685800;2699579,6705651300;;;;26635966,370000000;3866972,3509996800;1488338,1956394500;;;65490000,0000000;;;;1750000;;;;130503666,6666670
1998-01-01;3687849,1870000000;8449728,2830000000;;13909566,6666667000;;35911981,149060300;2685786,8857016800;;2189464,5415900400;;26676556,540000000;3972691,3415638400;1486109,8431710200;;20344550,450837900;65476666,6666667;;7390569,6600000000;;1745000;4809503,9277542400;;;130782333,3333330
1998-04-01;3684969,0040000000;8493956,9293333400;;13992233,3333333000;3832500,0000000000;36137018,947173600;2687168,8839072200;;2163028,3568419000;;26714031,490000000;4008463,8158984500;1502498,3263575600;;20391447,116942600;65240000,0000000;;7393911,4510000000;;1738000;4852777,7696546000;;;131259333,3333330
1998-07-01;3684839,9330000000;8541601,6526666700;;14102066,6666667000;;35984001,719708300;2682620,3823197000;;2221713,9654658200;;26833563,120000000;4042055,6230179100;1537004,6007294400;;20472318,269906600;65026666,6666667;;7402037,4860000000;;1737000;4850691,6548387800;;;131568333,3333330
1998-10-01;3700048,2890000000;8578114,4020000000;;14186100,0000000000;;36211998,184057700;2708423,8480714100;;2239493,1361022400;;26955075,720000000;4048389,2195198000;1557687,2297419700;;20532484,162312900;64816666,6666667;;7422470,6340000000;;1734000;4879526,6477523900;;;132293666,6666670
1999-01-01;3702308,5329278800;8600334,1713333400;4001623,9793154300;14271766,6666667000;;35987233,162676000;2701236,5163202800;14400928,999547400;2269779,1608342600;;27035943,860000000;4059905,0823272000;1573267,3076269400;;20599497,875948300;64636666,6666667;;7602667,7910000000;;1752000;4897452,7481979600;;;132943333,3333330
1999-04-01;3683060,8329449000;8631761,4723333300;3996353,3343352400;14347433,3333333000;3861400,0000000000;35935472,509995800;2701702,4182315700;14599586,650425800;2308665,4481272400;;27095401,200000000;4019606,4427091100;1603584,3300493800;;20658124,020088800;64583333,3333333;;7588085,7710000000;;1758000;4909601,4037092100;;;133214666,6666670
1999-07-01;3693335,9339543500;8689788,1273333300;4018567,0127374000;14452433,3333333000;;36112512,140943400;2711262,8474770800;14781486,228884800;2299631,4726521500;;27217967,950000000;4019300,8716449800;1630485,2672273800;;20725102,223353100;64643333,3333333;;7601916,5870000000;;1766000;4938919,0599364900;;;133570666,6666670
1999-10-01;3690994,7001728600;8759884,4480000000;4011655,6736119200;14558466,6666667000;;36133782,186384700;2684798,2179710700;14977298,121142000;2305723,9183863500;;27322283,060000000;4026587,6033187100;1650463,0950963000;;20783675,880609800;64610000,0000000;;7623309,9260000000;;1786000;4955826,7881563400;;;134275000,0000000
2000-01-01;3709986,6405836800;8787957,4806666700;4058392,0175466300;14674133,3333333000;;36107512,390483300;2700639,3850066100;15199864,233670700;2302588,4292200500;;27361930,700000000;4045898,9924704600;1669596,0095135200;;20830148,014492800;64313333,3333333;;7759726,9280575900;2245378,2694981500;1784000;4996620,2553711300;;21440179,704651800;136619333,3333330
2000-04-01;3706071,5324841600;8884605,2903333300;4129407,9871770700;14735300,0000000000;3878800,0000000000;36162284,697658000;2709794,6990999400;15412515,050508700;2338328,4563511300;;27468086,490000000;4070214,7606324100;1685989,3465820900;;21001772,659635600;64396666,6666667;;7847589,3889602300;2260431,3750930700;1784000;5019357,5380224500;;21663363,218914400;136946666,6666670
2000-07-01;3708752,0524638100;8988712,8566666700;4115025,8648129700;14777633,3333333000;;36264282,723295600;2712942,3353459500;15612253,612085900;2349427,5103198400;;27555105,460000000;4103957,0689092100;1699263,3420918500;;21152682,220750600;64423333,3333333;;7906258,0813681100;2258336,0440384100;1806000;5060940,2683335200;;21547186,773327200;136695333,3333330
2000-10-01;3727289,7744683600;8936303,7926666700;4067874,1304633300;14875566,6666667000;;36407920,188563000;2729423,5805475000;15798967,103734700;2351355,6041089800;;27548559,160000000;4133829,1779879200;1714051,3018125300;;21334297,105121000;64700000,0000000;;7967425,6016140700;2255854,3113703700;1822000;5087681,9382729000;;21495259,858198900;137341333,3333330
2001-01-01;3725533,3106691100;8957237,7326666700;4074774,3676289700;14889000,0000000000;;36357853,567253900;2725301,6768216000;15949372,636004400;2355176,9651724000;;27623322,900000000;4226899,1511463400;1727528,5539271000;;21422599,421223600;64573333,3333333;;8023280,3686443800;2259935,4444434100;1824000;5111146,2936964900;4307311,0612176500;21728639,723416300;137724333,3333330
2001-04-01;3739649,7587030800;9009093,3873333400;4048478,0791933000;14930333,3333333000;3937000,0000000000;36405904,536462200;2722705,1070016800;16047456,486734300;2371487,7808074500;;27706573,330000000;4192966,1928445400;1737840,0285623900;;21439526,556336400;64173333,3333333;;8057041,0917421700;2265025,6411451700;1841000;5116515,3720900600;4317291,9082847400;21584603,383810200;137088000,0000000
2001-07-01;3726458,8735808900;9032588,9443333400;4074950,0114487300;14955866,6666667000;;36319199,078440600;2745581,8717922000;16223672,187672200;2363017,6002267800;;27715409,390000000;4206762,7291583600;1754628,8142423500;;21573833,941161200;63886666,6666667;;8078259,0239613100;2264996,7526355200;1845000;5127880,1230534400;4321042,2815192700;21779058,032951700;136719333,3333330
2001-10-01;3752658,0570469100;9062622,3116666700;4024397,5417290000;14977600,0000000000;;36302042,817843300;2755711,3443845200;16364498,689589200;2378517,6537933700;;27802935,350000000;4182071,9268507600;1761502,6032681600;;21621740,081278800;63853333,3333333;;8116019,5156521400;2271142,1617759000;1868000;5157258,2111600000;4326754,7489783400;21015599,299346900;136225666,6666670
2002-01-01;3693422,8758886200;9114987,0833333300;4058035,7253713000;15057100,0000000000;;36173252,861662600;2718650,9144368400;16568182,635962100;2371855,4589502200;;27796731,510000000;4209230,1686121000;1767030,8173665300;;21766820,514055000;63626666,6666667;;8128977,5950436400;2277451,2818402000;1893000;5152841,4129825600;4327353,1618863000;20875423,854830900;136105333,3333330
2002-04-01;3707287,9514193000;9138453,7956666600;4063127,8671954800;15222200,0000000000;3964700,0000000000;36134638,367623400;2740717,4583505800;16735866,817949700;2374724,6165955900;;27932867,620000000;4255588,9170353900;1776114,3324821200;;21782849,337827600;63180000,0000000;;8183634,5279059400;2282809,0158053000;1905000;5159765,5045545300;4324246,4886469100;21382557,531053300;136360000,0000000
2002-07-01;3713171,9051563600;9205539,2160000000;4088495,8288474900;15385433,3333333000;;36004970,968904400;2719670,3460494400;16848487,140166000;2372151,4602817100;;27934872,890000000;4282355,8703102300;1779443,8413489500;;21871612,160311500;63233333,3333333;;8185355,0731607200;2276771,4778579300;1903000;5156037,0457399900;4318071,7634209300;21614657,196884800;136806666,6666670
2002-10-01;3735417,2675357200;9282504,9820000000;4069740,5785857400;15473200,0000000000;;35933137,801809600;2714961,2811631300;17007863,405922200;2370468,4641724800;;28109759,110000000;4312525,0440422800;1785411,0088024100;;21895717,987806000;63200000,0000000;;8173932,8038896900;2264968,2244965800;1918000;5106656,0367229300;4325928,5860458500;21936215,996531400;136651666,6666670
2003-01-01;3769321,4501170300;9381986,3876666700;4040532,3701617400;15579200,0000000000;;35729582,339930900;2708242,0896024200;17183914,861884800;2375173,6741364600;24758737,512184400;28099358,670000000;4340844,4391529400;1793862,0553224300;154105,03965440600;21974332,928767900;63106666,6666667;;8139119,6857451800;2265154,7905074800;1926000;5104087,6519470900;4322709,4824904700;21730875,200834300;137444333,3333330
2003-04-01;3792475,5560747700;9361671,6643333400;4065771,6103804300;15600666,6666667000;3962800,0000000000;35765834,387554900;2703789,3179857200;17392250,594652800;2369939,8373416900;24672659,982054800;28226348,930000000;4342832,8625636400;1806565,4929795600;155271,66311980900;22041236,723298200;63216666,6666667;;8123741,9079169000;2255831,7314552500;1942000;5091749,9538977200;4327775,3835066100;21182458,978952700;137655666,6666670
2003-07-01;3800703,5779046000;9383810,7136666600;4059664,0846828800;15660400,0000000000;;35727599,102577000;2710119,5770845900;17572297,673967500;2363386,2682952000;24713972,471201400;28255599,770000000;4361427,1150218100;1813358,9146771600;157469,94623106300;22116038,894562900;63176666,6666667;;8122396,7234956000;2254252,3813760400;1971000;5089938,4216142200;4306022,4113461900;21260562,406167600;137544000,0000000
2003-10-01;3810999,4159036000;9440621,3910000000;4115531,9347749500;15776433,3333333000;;35790984,169937200;2707449,0153272600;17753936,869494900;2351100,2202266500;24674030,034559400;28304348,160000000;4367895,5832616200;1828413,5370208500;153153,35099472200;22085291,453371000;63166666,6666667;;8100441,6828423300;2255261,0966612300;1973000;5087923,9725409800;4301092,7226567400;21019221,185001600;138273000,0000000
2004-01-01;3645676,4900944000;9475070,4756666600;4123671,3494499000;15833433,3333333000;;35679034,201188700;2723029,9481635200;17865319,916917200;2354912,4642252500;24691914,131887400;28459457,070000000;4365714,5296619700;1843769,9214395700;154423,03069535000;22230848,456093700;63263333,3333333;;8122953,6629822400;2258561,4690804600;1991000;5075122,1075203600;4295393,0976699700;21316521,902634800;138489000,0000000
2004-04-01;3670735,9011227300;9520796,9133333300;4156247,0234787600;15905633,3333333000;3959100,0000000000;35881729,748041800;2740548,4414525100;17987872,894537500;2354311,7426869900;24783319,630775800;28470351,940000000;4389358,4984136500;1850422,0403461100;154247,87696298800;22348161,359876000;63310000,0000000;;8123905,2752399200;2265814,2737696200;2006000;5064172,8598950500;4283785,4584403600;21672932,398881300;138902000,0000000
2004-07-01;3687313,6524780900;9554674,3966666700;4126601,1068697000;15948966,6666667000;;35891733,591136500;2751974,8468752600;18211566,840720000;2374559,5660134500;24875393,287580900;28518043,810000000;4394102,7390311200;1871443,4748900600;154403,05632753800;22402355,465466000;63340000,0000000;;8094284,1872878800;2269646,3393666600;2030000;5051420,4178006600;4290286,2591186600;21812835,018964700;139538666,6666670
2004-10-01;3702273,9563047900;9673429,0503333400;4149380,5202016300;16002366,6666667000;;36050502,459633100;2737246,7635087100;18504240,347825400;2374716,2270743100;24881472,949755900;28673352,000000000;4408924,2328932600;1894064,5633242600;156626,03601412500;22469334,718564300;63253333,3333333;;8082156,8744899600;2271977,9177832600;2064000;5058684,6147839300;4290735,1847710100;22013121,574001100;140029333,3333330
2005-01-01;3719382,9020469300;9778089,3053333300;4229559,8085479400;16043766,6666667000;;36384258,074186200;2744333,4747542000;18839771,309417700;2389632,3587532000;24962614,511135000;28788561,420000000;4424305,0526925500;1913990,5118313400;158299,81201438500;22404849,598026300;63380000,0000000;;7814080,1617757700;2274553,7217829500;2061000;5045008,0180443400;4294920,3702385500;;140428000,0000000
2005-04-01;3731321,9106471700;9859707,4026666600;4225785,7751172500;16083133,3333333000;3974300,0000000000;36272882,557744200;2745269,6216217800;19127271,243282200;2394495,7008414900;25021920,389935800;28802170,420000000;4434872,9323816000;1941902,5122896400;159859,84187040900;22382716,004721500;63550000,0000000;;7845936,7542991100;2273831,2590824700;2071000;5048148,7874739400;4332258,8105495400;;141525666,6666670
2005-07-01;3763965,2440023500;9924138,7473333300;4233583,2247559800;16162466,6666667000;;36361799,143947700;2746451,4348501700;19336690,215257900;2397215,8888853400;24988932,214270600;28928284,120000000;4441586,1272505500;1966805,9866847600;158941,97372218700;22343032,394908500;63750000,0000000;;7816084,4303335200;2285651,6361058500;2098000;5041918,6802819200;4340606,1644153100;;142287000,0000000
2005-10-01;3775229,9433035400;9944764,7080000000;4252671,1915788300;16222000,0000000000;;36427560,224121900;2773345,4687738500;19524267,232042300;2422056,0515199800;24963132,884658600;28879946,900000000;4473235,8876752900;1985300,9891942600;162298,37239301900;22497402,002343600;63583333,3333333;;7849698,6535916000;2296563,3830287300;2099000;5054224,5141998000;4377914,6547966100;;142599666,6666670
2006-01-01;3788139,8105428500;9993862,2233333300;4219220,5688438200;16255966,6666667000;;36865954,599276800;2785590,4253135400;19693358,046899000;2432670,8367082300;25015484,234818500;29048141,950000000;4503071,0247872400;2013080,6838233300;165130,80453646400;22697877,267085900;63753333,3333333;;7885528,3919253200;2324339,2158017600;2120000;5073536,8610032600;4386862,2660890200;20027510,220794400;143449333,3333330
2006-04-01;3815407,7319461000;10073137,5866667000;4230352,3493387800;16380000,0000000000;4051100,0000000000;37128053,686959100;2796014,5374985100;19856476,164367800;2428422,7780309900;25056105,840476400;29105642,540000000;4512244,1544537200;2030673,0858260100;167480,00963719200;22798002,744466300;63730000,0000000;;7922449,4794495500;2339261,7438807500;2140000;5090226,8884854000;4407235,8108511500;20325310,759354400;144067666,6666670
2006-07-01;3847666,8903040900;10187703,5133333000;4267790,5339120800;16411466,6666667000;;37270394,192486200;2818907,8687101200;19996330,291953600;2449868,8665569800;25213645,933275600;29183471,470000000;4551737,3970048400;2054379,6465840400;168431,12935823100;22733217,894049500;63970000,0000000;;7970863,7880282900;2363868,8351246000;2133000;5086565,8887712400;4453342,3450158700;20520332,926705600;144547333,3333330
2006-10-01;3852785,5672069600;10235424,1366667000;4338536,5479053100;16467533,3333333000;;37424797,521277900;2821087,1684778200;20210235,496779600;2462937,5187038100;25315263,991429500;29214246,830000000;4542947,4237542100;2076866,5837666200;170258,05646811300;22801202,094398300;64126666,6666667;;8047158,3405968400;2384530,2051928900;2133000;5065970,3617401000;4470259,5780439500;20859846,093145700;145606000,0000000
2007-01-01;3888342,1870801800;10306570,6400000000;4359872,5134567400;16603566,6666667000;;37635719,381663900;2820015,4309901900;20393886,629788800;2467162,3674867300;25378496,295584000;29193979,340000000;4541782,1480312000;2197328,2061450500;174510,90800607400;22749272,242203000;64066666,6666667;202575,62094942600;8096174,7205408900;2397659,5187037300;2158000;5079104,5915999400;4503414,4427359200;20780188,590690800;146135000,0000000
2007-04-01;3900658,8713103100;10397186,2700000000;4359292,9598354200;16648866,6666667000;4121700,0000000000;37935863,865469900;2812054,6557334300;20544493,419594500;2487782,7328616800;25505511,808010200;29322143,190000000;4554278,4020098400;2218939,9652368700;175147,07747783500;22822735,411817700;64403333,3333333;199403,02503943200;8171732,6241939200;2419572,1081997600;2169000;5071948,6810268700;4522397,4379792000;20748642,511931400;145850666,6666670
2007-07-01;3949717,1958578200;10481518,3733333000;4377403,7785986600;16767800,0000000000;;38191789,881287400;2793777,5953937000;20648276,550072100;2499329,8129624000;25652976,266016000;29419618,560000000;4574865,2285372700;2231226,3681683400;175783,01655993900;22989586,274998900;64266666,6666667;204079,70175263100;8213442,8238792300;2442582,5170211800;2165000;5104582,2340406700;4562105,7940226900;20811457,530849200;145943666,6666670
2007-10-01;3955681,7457516800;10548802,4900000000;4424530,7481091800;16860533,3333333000;;38191226,871578800;2788952,3178826700;20733143,400544600;2512225,0866891900;25809915,630389800;29575856,490000000;4585274,2214216900;2238005,4604497400;176758,99795615300;23016006,070980400;64390000,0000000;205641,65225851200;8265249,8313859600;2476785,8560753300;2179000;5114464,4933325200;4574782,3252621900;20658911,366528700;146271333,3333330
2008-01-01;3981479,7284917200;10643510,4500000000;4462082,7172828300;16924600,0000000000;;38356148,963554800;2791692,8470684000;20758987,925504100;2525745,8639949300;25884059,434275600;29683561,400000000;4605067,1109737300;2235778,7583044400;176887,70629678500;23098265,793198400;64143333,3333333;198812,72410372700;8310510,6515387000;2496705,1651804800;2182000;5130110,8214475300;4598605,7865929400;20975042,599317300;146206666,6666670
2008-04-01;4001376,9109649300;10707172,9900000000;4428192,7129965300;16944033,3333333000;4228700,0000000000;38265685,997293400;2819470,5823328100;20609984,732179600;2533431,7076410600;25932280,336410000;29721697,310000000;4619344,0338004900;2219621,9446833200;178709,82968366400;23138792,682919000;64263333,3333333;207108,15934925700;8375718,3527145600;2516262,2242099300;2180000;5138325,6641767100;4604308,6416440600;21291808,281189200;145925666,6666670
2008-07-01;3993348,3766337500;10774141,1866667000;4457659,2744087800;16964133,3333333000;;38798348,058014200;2809540,4227160800;20443410,689178200;2526606,1364378800;25930140,062528400;29580175,110000000;4609520,7415940600;2191006,5606323900;177791,67672529400;23122177,554907700;63996666,6666667;202764,23859627600;8395431,8127166200;2524744,5633694000;2181000;5106223,2341380100;4596435,7916208300;21338118,489000300;145270333,3333330
2008-10-01;4000194,9839096000;10785376,7566667000;4435465,2953118700;16976833,3333333000;;38745516,981137600;2804196,1478827200;20066316,653138100;2537816,2919261200;25959220,166786000;29528328,850000000;4607968,1136317100;2149792,7363798500;174810,78729425800;23002163,968974900;63990000,0000000;200814,87795073900;8429839,1830301300;2516988,0472401800;2194000;5091840,2802377600;4572449,7801421600;21167230,630493300;144090333,3333330
2009-01-01;3983224,9419534000;10788141,3733333000;4431349,1802795300;16749866,6666667000;;38540451,873312400;2764193,0810622100;19425654,867031100;2498315,0163634000;25782898,686028300;29366018,250000000;4585093,6641638300;2067769,0026245500;168640,30597821700;22839742,324015900;63653333,3333333;214728,85341896500;8442071,2106312500;2506714,9723308600;2154000;5029653,6959094400;4536510,2612506400;20833696,809380100;141499666,6666670
